Rating,Date,Title,Content,Reviewer,Verified,Brand Response,YearMonth,Country
5,2025-05-15,No Title,"È il secondo paio che acquisto e mi trovo bene e poi è le uniche poche scarpe che arrivano al numero 48, e uno come me alto 2,07 metri fa fatica a trovare scarpe e alla decathlon trovo sempre la mia taglia , grazie decathlon","Roberto, Italy",Yes,No response,2025-05,Italy
5,2025-05-15,No Title,Belle scarpe comode leggerissimi perfetto,"GIORGIO, Italy",Yes,No response,2025-05,Italy
5,2025-05-15,No Title,Çok rahat konforlu beklentiyi karşıladı,"Pervin, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-15,No Title,Molto comode e leggere,"Paolo, Italy",Yes,No response,2025-05,Italy
5,2025-05-15,No Title,"Pratique pour la salle, chaussures souple et légère","Vincent, France",Yes,No response,2025-05,France
4,2025-05-15,No Title,"scarpa giusta per la ginnastica, leggera e pratica","Andrea maria giuseppe, Italy",Yes,No response,2025-05,Italy
5,2025-05-15,No Title,Calitate,"STEFANESCU, Romania",Yes,No response,2025-05,Romania
5,2025-05-15,No Title,Good,"Ishika, India",Yes,No response,2025-05,India
5,2025-05-15,No Title,agréables,"Daya, France",Yes,No response,2025-05,France
5,2025-05-15,No Title,Tornaórákra kiváló,"Kriszta, Hungary",Yes,No response,2025-05,Hungary
5,2025-05-15,No Title,Value for money Good quality,"Sridhar, India",Yes,No response,2025-05,India
5,2025-05-15,No Title,Light weight and comfortable...,"KETAN, India",Yes,No response,2025-05,India
5,2025-05-15,No Title,"Đẹp, đi thoải mái","Louis Nguyễn, Vietnam",Yes,No response,2025-05,Vietnam
5,2025-05-15,No Title,"Guter Schuh , sehr bequem","Michael, Germany",Yes,No response,2025-05,Germany
5,2025-05-15,No Title,Много добро съотношение цена-качество.,"Георги, Bulgaria",Yes,No response,2025-05,Bulgaria
5,2025-05-15,No Title,"10000 passi al giorno in leggerezza, sembra di volare","GIULIANO, Italy",Yes,No response,2025-05,Italy
5,2025-05-15,No Title,"Bien, légère, usage occasionnel","Karine, France",Yes,No response,2025-05,France
5,2025-05-14,Sağlam ürün,2019 dan beri kullanıyorum ve hala sağlam.,"MESUT, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-14,ürün çok iyi,tavsiye ederim,"adem, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-14,hafif ve rahat,fiyat performans ürünü hafif ve rahat kısa yürüyüş için ideal ikinci defa alıyorum,"Uğur, Türkiye",Yes,No response,2025-05,Türkiye
4,2025-05-14,No Title,rapporto qualità prezzo ottimo considerando che il prodotto è durevole quanto quelli di fasce di prezzo più alte. sicuramente l'estetica è molto migliorabile,"simone, Italy",Yes,No response,2025-05,Italy
4,2025-05-14,No Title,J'ai acheté car elles sont légères mais je ne cours pas.(Pour la résistance je ne me prononce pas),"Denis, France",Yes,No response,2025-05,France
5,2025-05-14,No Title,"Molto comode per le mie passeggiate, e i miei allenamenti","D, Italy",Yes,No response,2025-05,Italy
1,2025-05-14,Not comfortable,Shoes not comfortable,"Amit, India",Yes,No response,2025-05,India
5,2025-05-14,Taillent bien,Baskets confortables et taillent correctement,"Lauriane, France",Yes,No response,2025-05,France
5,2025-05-13,No Title,"È il secondo paio che prendo, il primo se lo è preso mia moglie le ha provate e le è piaciuta la leggerezza.","Roberto, Italy",Yes,No response,2025-05,Italy
5,2025-05-13,No Title,Ottimo prodotto,"Gabriela, Italy",Yes,No response,2025-05,Italy
4,2025-05-13,No Title,Good as expected,"Sumit, India",Yes,No response,2025-05,India
4,2025-05-13,No Title,Comode e rilassanti,"Luigi, Italy",Yes,No response,2025-05,Italy
5,2025-05-13,Ottime sneakers,"Le ho comprate da usare per il lavoro. Sono davvero leggerissime, il piede respira e sono comodissime","Giada, Italy",Yes,No response,2025-05,Italy
4,2025-05-13,No Title,Comfortable and lightweight,"Sumit, India",Yes,No response,2025-05,India
5,2025-05-13,ayakkabı,"çok hafif çok rahat bir ayakkabi,ayağı yormuyor keşke farklı renkleri de olsa","Emine, Türkiye",Yes,No response,2025-05,Türkiye
5,2025-05-13,No Title,Çok rahat.,"BURHAN, Türkiye",Yes,No response,2025-05,Türkiye
